BM25_TA,BM25_FT,COSINE_TA,COSINE_FT,PMRA_TA,PMRA_FT
0.190536847,0.059446471,0.235539837,0.853049341,0.475276991,0.599554343
0.067468322,0.025957905,0.253648206,0.831049253,0.336762974,0.313356644
0.112112918,0.022149904,0.686517905,0.948020121,0.494280973,0.569662396
0.208532442,0.063911682,0.770323064,0.68895889,0.555539863,0.354424582
0.21220842,0.039518987,0.717926141,0.910949048,0.51374662,0.699256418
0.172499375,0.025045348,0.211763589,0.605618924,0.49320013,0.439299351
0.18478445,0.030073372,0.763808511,0.923668221,0.584714999,0.416308166
0,0.04507733,0,0.937843463,0.321301384,0.61829229
0.123626727,0.024287523,0.867940807,0.897677928,0.54938661,0.32972021
0.117927975,0.014844512,0.733078061,0.793819309,0.477288135,0.354276277
0.090773183,0.138349859,0.443692667,0.30180939,0.422920143,0.542395566
0.106294511,0.019860896,0.20308965,0.848047401,0.530300687,0.340267428
0.073126611,0.069200074,0.00514832,0.00464472,0.518841307,0.550457867
1,1,1,1,1,1
0.187275612,0.189951112,0.057857977,0.069124523,0.492168169,0.501068914
0.01315456,0.009452179,0.002049604,0.001600105,0.322815353,0.219166323
0,0.014446907,0,0.001278526,0.418067531,0.22450809
0.021020329,0.01702853,0.003811535,0.003570346,0.359989582,0.386924982
0.175440521,0.14591305,0.027713796,0.032646924,0.417692158,0.463397267
0.037996141,0.014763757,0.011086254,0.014462973,0.479129686,0.404654268
0.031313048,0.028759386,0.005179894,0.007145399,0.412468644,0.457051912
0.056831767,0.05408912,0.006138099,0.00684966,0.320620572,0.350636664
0.014100509,0.012078978,0.001714281,0.002890684,0.479985659,0.242224211
0.017070765,0.01718239,0.006347655,0.004810518,0.396066016,0.314333453
0.011372868,0.023883927,0.000147737,0.007800376,0.386866584,0.459796238
0.008862677,0.012783109,0.000309234,0.005148044,0.478025524,0.552630796
0.012936259,0.010921968,0.001732431,0.002922107,0.493406931,0.215240214
0.01683564,0.009062149,0.001123815,0.002689761,0.361629986,0.221301899
0.014550059,0.017794433,0.001200213,0.000670842,0.369009155,0.213454462
0.034244342,0.020118221,0.004817976,0.002265605,0.473801292,0.270912541
0.115185329,0.059604478,0.042876988,0.023499377,0.445159255,0.242245599
0,0.011767283,0,0.001012915,0.432273145,0.231190427
0.009801557,0.012768367,0.000358849,0.003137098,0.422915554,0.223600708
0.010923392,0.00982943,0.000335935,0.000573652,0.463995943,0.28560885
0.005828598,0.008071054,0.000113957,0.000482661,0.508994401,0.223033209
0,0.022228231,0,0.0036314,0.370567899,0.245187539
0.103622831,0.051856846,0.024442825,0.022615933,0.446457417,0.285268434
0,0.010538388,0,0.000446587,0.382141156,0.24850511
0,0.011395748,0,0.002994078,0.40119734,0.218085651
0.123278473,0.017679385,0.030949408,0.020069569,0.459616736,0.409412806
0.033724019,0.020892781,0.003728397,0.012853755,0.349357726,0.267019813
0,0.03934507,0,0.003348053,0.421674678,0.214104846
0,0.05205917,0,0.005395072,0.416001859,0.225888314
0.067303648,0.029357637,0.006359497,0.004067944,0.393614369,0.227050951
0,0.025797997,0,0.002296844,0.381418177,0.222085045
0.059534814,0.048685497,0.007166783,0.005686561,0.472119696,0.225723161
0.094669633,0.048595788,0.030190152,0.009216141,0.467513489,0.34370566
0.011690799,0.013121418,0.000289055,0.00203156,0.366176424,0.23411021
0.065270293,0.030490749,0.022126111,0.013989463,0.41731397,0.314714659
0.052427856,0.036218402,0.005136227,0.007489352,0.411622468,0.223300966
0,0.012513305,0,0.005874671,0.449202734,0.220462643
0.079481224,0.04965449,0.01137179,0.011962266,0.434715872,0.217832179
0.035994,0.04406623,0.027870784,0.015218767,0.388728208,0.262017524
0.032203104,0.040047756,0.004197327,0.00936488,0.388004495,0.238034037
0.088899324,0.047346684,0.012506156,0.007201614,0.43298792,0.214214882
0.034591555,0.045285524,0.001659607,0.00709742,0.372947774,0.254976048
0.037285898,0.033169497,0.035532347,0.014893293,0.457843827,0.289426366
0.009457381,0.017916973,0.000602569,0.002231848,0.460346466,0.234029382
0.058961505,0.035946059,0.007572553,0.019505067,0.424362452,0.314518021
0.064123135,0.01190167,0.445212504,0.001058978,0.552243494,0.221697771
0.050498668,0,0.00391803,0,0.353517873,0.437075454
0,0.024392993,0,0.005103736,0.412592365,0.264523741
0.087352275,0.041963829,0.036814269,0.015282843,0.482085266,0.344046092
0.006144096,0.00945635,7.90163E-05,0.000985002,0.310571718,0.216102546
0.059876848,0.01888286,0.003956724,0.001101522,0.392476741,0.237528862
0,0.050233609,0,0.010643474,0.325713126,0.256468798
0,0.011213033,0,0.000636628,0.299144834,0.437577795
0.048824719,0.032904274,0.010974018,0.005378565,0.459177617,0.278456782
0.021409036,0.024775017,0.008474732,0.015131892,0.440356559,0.26039421
0.09243517,0.024926234,0.0208181,0.009495955,0.457637792,0.288912306
0.020903479,0.017461062,0.008294527,0.003860144,0.436406391,0.225244895
0,0.026806272,0,0.003099259,0.370190801,0.233206438
0.147990098,0.070009208,0.028023289,0.02210006,0.412006547,0.477875791
0.004669057,0,0.000704854,0,0.526725363,0.245530273
0.206624201,0.179483838,0.894262418,0.88677077,0.72831351,0.764895205
0.189404482,0.166339181,0.057857977,0.069124523,0.494213405,0.548745425
1,1,1,1,1,1
0.088659055,0.024465608,0.353622483,0.614116519,0.392005423,0.39078533
0.121893411,0.034503084,0.525326296,0.720583901,0.547269069,0.375719043
0.123450158,0.101395534,0.753296733,0.762707892,0.46828782,0.510806385
0.160454821,0.121000904,0.279193706,0.306892757,0.468425314,0.531463909
0.109527044,0.039483086,0.699963354,0.67078937,0.572197811,0.528478692
0.090671275,0.076788988,0.3547431,0.310530368,0.478166854,0.522645248
0.096576197,0.073100871,0.361845992,0.391561708,0.384119745,0.424597601
0.083300784,0.021101564,0.395038186,0.653025351,0.578008759,0.333274849
0.088955702,0.029376997,0.50870958,0.534025833,0.480760888,0.416401163
0.063390512,0.027472543,0.454529836,0.716337456,0.464882397,0.599177082
0.097529753,0.058037449,0.382888441,0.674532365,0.574670171,0.676209895
0.081052609,0.027973608,0.768317498,0.832968526,0.611000532,0.326270293
0.05946207,0.03422377,0.405943618,0.735396014,0.445268234,0.353248118
0.103401017,0.039844809,0.267144335,0.477599137,0.463083456,0.302743578
0.079255643,0.030524637,0.609516105,0.850791369,0.579878889,0.423427501
0.141099291,0.050624591,0.013910573,0.79366912,0.395417896,0.46442258
0.092294488,0.024648089,0.635223307,0.805708235,0.549186744,0.450020918
0.097664266,0.033147086,0.443417694,0.318793995,0.518443833,0.343853289
0.111884977,0.022451221,0.828167488,0.842179384,0.602905963,0.423225084
0.1173651,0.029171811,0.874171526,0.865050495,0.69115637,0.389946169
0.141681913,0.026863163,0.127712036,0.846752173,0.464190081,0.490482306
0.22411957,0.046443345,0.385250483,0.813723915,0.550493571,0.471427397
0.118477851,0.031217746,0.325872444,0.298637866,0.49668183,0.394181505
0.080148901,0.036225898,0.38495134,0.652262701,0.498239765,0.371932478
0.166238306,0.033367011,0.676982312,0.858452328,0.563513697,0.474139109
0.130653827,0.034043811,0.733989093,0.809024727,0.513148264,0.370576435
0.13258876,0.039895624,0.283550616,0.871081539,0.522253671,0.54604327
0,0.0466674,0,0.857990262,0.39261981,0.425670983
0.114102898,0.033599132,0.38210369,0.802983277,0.473848141,0.390966426
0.071624629,0.037976754,0.167288932,0.490514091,0.418178936,0.288639959
0.122302323,0.037909748,0.44956812,0.874352609,0.557573853,0.491082065
0.203760971,0.050014669,0.247640429,0.879168915,0.512347,0.625942335
0.075707682,0.034752592,0.566012746,0.401767616,0.436024091,0.337179639
0.141049255,0.034505808,0.756223353,0.750468129,0.575337539,0.445620607
0.110408825,0.041821258,0.696112615,0.813528696,0.517844779,0.43785642
0.069442541,0.032051705,0.444826192,0.850578932,0.540925238,0.358194567
0.157322502,0.03896273,0.175868537,0.869705045,0.483970509,0.509704775
0.174310254,0.043776143,0.514384596,0.854053587,0.532510014,0.528128508
0.14337407,0.039801317,0.72374998,0.88584698,0.566301988,0.743623558
0.1203329,0.036694574,0.138627168,0.827812037,0.459454388,0.39554093
0.142186411,0.04375271,0.796872379,0.74734607,0.569087097,0.382597816
0.177083658,0.034131781,0.229069562,0.882004485,0.530149307,0.593778547
0.104267372,0.034826226,0.495383332,0.780507473,0.591601109,0.386169899
0.126905039,0.032430776,0.838556557,0.860664059,0.581835481,0.547349757
0.029110988,0.031038863,0.000752519,0.850446511,0.408991715,0.399250657
0.124772496,0,0.73181772,0,0.462608462,0.424814708
0.017447162,0.04052147,0.003030594,0.694616644,0.401072662,0.516398243
0.188011549,0.061130622,0.226481998,0.803379521,0.506827476,0.60048124
0.061104019,0.020490384,0.243227412,0.781764884,0.362914186,0.33617485
0.110627019,0.02725619,0.660117408,0.892947994,0.52354524,0.591403114
0.252249459,0.053362097,0.747797884,0.66094784,0.605964294,0.402320285
0.209395895,0.026507042,0.69031782,0.85655311,0.535551961,0.74213289
0.128774041,0.042606087,0.201529385,0.571071964,0.514006283,0.467666609
0.103678792,0.026526836,0.729913693,0.874388797,0.58817005,0.471693606
0.044940942,0.046801773,0.012273218,0.894251377,0.38848445,0.684470085
0.186286401,0.033332969,0.855819492,0.85437621,0.634263647,0.373549494
0.107489614,0.029136792,0.703847657,0.748599111,0.505721444,0.378391879
0.152502796,0.137103394,0.43710773,0.283754969,0.479148055,0.593429863
0.095647465,0.014188378,0.195181376,0.799072044,0.574601713,0.372430122
0.085470238,0.076891171,0.367538818,0.651764753,0.550350916,0.233184318
0.012403668,0.040419208,0.002049604,0.001600105,0.286060625,0.000119251
0.117496419,0.182632533,0.353622483,0.614116519,0.439984705,0.202816135
1,1,1,1,1,1
0.082775774,0.234910174,0.217958799,0.539241232,0.448308528,0.198570816
0.124495384,0.160845495,0.314078962,0.567221258,0.393022335,0.160949646
0.101905962,0.193533792,0.113363863,0.221253212,0.364476571,0.140961447
0.156138626,0.227551811,0.307639232,0.494366932,0.514948359,0.231158225
0.260294967,0.340976633,0.428440667,0.260613314,0.525023447,0.166196353
0.111001241,0.130229593,0.152023573,0.291113786,0.320204318,0.11653232
0.12262115,0.238753967,0.169078281,0.490256112,0.489306505,0.12359778
0.136840259,0.241182333,0.217672723,0.401172758,0.424460262,0.166960527
0.355120352,0.241134803,0.305177737,0.543211481,0.606428695,0.243453781
0.253092047,0.201832308,0.228573427,0.504203097,0.553162402,0.172797099
0.436108774,0.364280393,0.479852309,0.63086698,0.852361419,0.217923422
0.101934946,0.265144824,0.175174815,0.549494309,0.384818896,0.174215236
0.390468504,0.377779272,0.847472345,0.744186429,0.722130268,0.377494816
0.105354998,0.186173366,0.257856922,0.635847557,0.485785134,0.202082197
0.007415552,0.147738087,0.000157138,0.588656754,0.257536789,0.297629309
0.093770048,0.213905702,0.264699159,0.6017566,0.455726297,0.284685312
0.384061912,0.420059939,0.35611911,0.739015449,0.704749638,0.500721007
0.083673644,0.197092825,0.348285017,0.630886905,0.501934426,0.199770839
0.090849251,0.189400214,0.366063536,0.64691333,0.579347415,0.221568093
0.124353178,0.248187158,0.052409387,0.633880935,0.375739332,0.318036895
0.219957331,0.124748767,0.161284348,0.602583548,0.4889977,0.279008232
0.508054582,0.265794951,0.281132864,0.226084243,0.723590952,0.199987093
0.108184616,0.264910184,0.166366253,0.491575718,0.440264519,0.288087546
0.200004989,0.172304743,0.283525022,0.640667372,0.512505414,0.236462832
0.536872865,0.249528512,0.392798003,0.606336165,0.759289337,0.160051811
0.113944994,0.172030564,0.119340574,0.648574549,0.423252529,0.424307359
0,0.160933547,0,0.639983841,0.29522199,0.259851462
0.125014839,0.217226765,0.167144775,0.601117399,0.412369439,0.283994207
0.092989331,0.140034649,0.074180502,0.367960242,0.341818601,0.098419572
0.132337524,0.154292945,0.187419607,0.651600964,0.467066445,0.342517592
0.277459736,0.105815921,0.108748948,0.654251548,0.486149024,0.475811263
0.339710465,0.284281322,0.386810532,0.31169791,0.543326809,0.145866122
0.183621409,0.181410243,0.319924754,0.559696027,0.524914428,0.244739548
0.198789049,0.275661174,0.304447941,0.610165664,0.526366405,0.477204893
0.074420494,0.301530644,0.188438819,0.635118305,0.457584294,0.181496212
0.198005576,0.157100682,0.082696814,0.649311539,0.442783281,0.375846103
0.181465103,0.097073454,0.217509368,0.636847763,0.47642975,0.393916427
0.146059155,0.110952266,0.301832857,0.659167015,0.496317752,0.645807887
0.109669748,0.112262591,0.057721479,0.615060381,0.373202483,0.23616969
0.15213325,0.170036596,0.332345272,0.555175383,0.503318708,0.179911709
0.178687923,0.1590411,0.099510211,0.656994718,0.443165251,0.466562882
0.140584248,0.191053385,0.212578317,0.582675457,0.51916702,0.200214032
0.181217824,0.147819071,0.352904194,0.641987694,0.531527911,0.423434048
0.02436037,0.219362798,0.001657837,0.635359367,0.310029572,0.231747367
0.081590076,0,0.304434946,0,0.382638739,1.05076E-07
0.007171911,0.188992422,0.001079731,0.520542899,0.2953863,0.344428036
0.2444841,0.090405737,0.099938558,0.591712757,0.475195426,0.268676021
0.090617069,0.255000041,0.105816896,0.587387318,0.310291834,0.226387097
0.133097817,0.155028013,0.275259872,0.664632414,0.459299715,0.449481695
0.187534702,0.129862015,0.308412034,0.485048811,0.517773285,0.187914303
0.190840534,0.066057351,0.287434028,0.6375066,0.479166544,0.401741421
0.129885558,0.127049135,0.084463105,0.425281931,0.425293507,0.251914926
0.130732895,0.144568256,0.305787998,0.649416908,0.510955553,0.275047251
0.102777134,0.180559431,0.005324933,0.65181443,0.310839816,0.303780029
0.13903079,0.248831107,0.351796859,0.633541263,0.505822348,0.186243451
0.115194951,0.230808787,0.294050662,0.560177898,0.437827033,0.191327853
0.076482818,0.140220729,0.178294528,0.21116189,0.374121454,0.197311221
0.071530353,0.189436145,0.08318497,0.601544466,0.448925847,0.183503365
0.107365003,0.0915456,0.547175932,0.764715033,0.672380418,0.233184323
0,0.030514028,0,0.001278526,0.392694269,1.43835E-07
0.120297035,0.187410113,0.525326296,0.720583901,0.521967466,0.194684211
0.066016932,0.187170143,0.217958799,0.539241232,0.39788626,0.218251523
1,1,1,1,1,1
0.09063463,0.122980759,0.462564515,0.664165801,0.460446868,0.160776451
0.075967527,0.145852738,0.166531464,0.258107738,0.444215127,0.133192615
0.058965639,0.168654434,0.427926606,0.580606543,0.570078324,0.164106016
0.081585476,0.162690663,0.220192684,0.276106834,0.488888434,0.116936614
0.074420541,0.11682114,0.222580647,0.342991556,0.386105905,0.117029983
0.083280286,0.145310906,0.24576656,0.575782876,0.592423913,0.143029954
0.11251629,0.130858015,0.316611381,0.468236658,0.493919405,0.16176606
0.071085897,0.11069549,0.281556982,0.62863265,0.47749499,0.214974788
0.189319082,0.475205457,0.288034498,0.695802844,0.641319988,0.360513454
0.135739714,0.270534804,0.486001553,0.747275788,0.650673687,0.173101343
0.081368017,0.170412868,0.251446877,0.645801215,0.455420495,0.174564255
0.197653133,0.261765319,0.209740499,0.530458129,0.514088737,0.256658881
0.097656072,0.143132498,0.383848365,0.748739124,0.597402663,0.229317764
0,0.092167683,0,0.690147209,0.360593536,0.297629292
0.097284332,0.225217734,0.392093014,0.708609338,0.558920218,0.28442826
0.072555787,0.18015503,0.274243061,0.279353288,0.523570391,0.15410215
0.084102274,0.231262303,0.510680249,0.79298134,0.604651071,0.377006551
0.129294974,0.212611828,0.541489148,0.791206215,0.703618773,0.428396586
0.132760472,0.201565487,0.083866224,0.758952669,0.476703801,0.318850256
0.154688551,0.111912354,0.234310314,0.705246472,0.523152205,0.278432585
0.104074729,0.259568072,0.202400748,0.287346468,0.5028354,0.310347226
0.103360207,0.165468623,0.24024806,0.580294427,0.511823002,0.201665016
0.174630776,0.133329794,0.419104075,0.751557717,0.564171145,0.236255766
0.128721366,0.115656329,0.45287277,0.70558157,0.514812106,0.159857665
0.238171234,0.202721292,0.328860003,0.814570443,0.619385309,0.909209636
0,0.14594141,0,0.752350946,0.416001859,0.259852102
0.09677457,0.147569586,0.238623103,0.704567861,0.479904678,0.19891598
0.083414826,0.123268332,0.11128434,0.430238595,0.444917296,0.088517766
0.132407867,0.147654989,0.289110559,0.76784556,0.572116392,0.342518367
0.172405237,0.097964881,0.152419711,0.767067293,0.512698511,0.475021944
0.062922919,0.222263402,0.349674106,0.353007474,0.444092205,0.13432924
0.119343907,0.132536812,0.465446396,0.656499039,0.568790956,0.244237289
0.114767357,0.162238301,0.434439493,0.715105373,0.52911319,0.278466713
0.125048517,0.219868425,0.298682848,0.752647788,0.573173859,0.181954972
0.118595168,0.143530579,0.107647991,0.761954361,0.486939758,0.375846491
0.147486541,0.11287964,0.316597544,0.747494939,0.52675083,0.393556482
0.124784539,0.108621097,0.446490898,0.773676199,0.560661961,0.645808258
0.124990042,0.131315071,0.08843281,0.723344113,0.478671829,0.236169728
0.140083375,0.106606462,0.491671886,0.651768777,0.569182517,0.179838152
0.122224108,0.117232747,0.134542964,0.768827987,0.514616813,0.466029379
0.100612806,0.155494716,0.307061972,0.682435958,0.596317671,0.200177268
0.107376272,0.159625988,0.516121495,0.758047634,0.575204264,0.422564703
0.056539805,0.220611433,0.008258185,0.757970102,0.443458084,0.264123627
0.082102674,0,0.450668746,0,0.460983725,1.11909E-07
0.02698123,0.17992449,0.006703401,0.638474993,0.427070319,0.333131748
0.159079413,0.09112544,0.139396951,0.694498645,0.509325298,0.26867626
0.075453383,0.178698641,0.152399585,0.699115317,0.375808372,0.159020004
0.12469027,0.135286361,0.410773351,0.779457382,0.528121442,0.449482303
0.174103955,0.101444,0.455891826,0.567835003,0.563524091,0.187732674
0.177173032,0.088426229,0.424882332,0.748399696,0.520567622,0.401716052
0.191349931,0.151710718,0.142572429,0.503724424,0.562138936,0.254205908
0.130099378,0.101777494,0.456503661,0.762230742,0.603134735,0.274730601
0,0.117110256,0,0.763598494,0.377423183,0.303775944
0.152488384,0.224917819,0.547387583,0.808835163,0.639062053,0.341770772
0.138913588,0.174425427,0.440343129,0.661783461,0.523174592,0.214108945
0.057602808,0.221171817,0.262286745,0.249057561,0.458604263,0.197311346
0.143530137,0.19240768,0.18255364,0.709905531,0.627618463,0.183956432
0.198223961,0.169153631,0.786874167,0.814412818,0.6914398,0.719390887
0.017287306,0.015804277,0.003811535,0.003570346,0.384605685,0.420825875
0.149413056,0.12257553,0.753296733,0.762707892,0.534130517,0.545424028
0.108313432,0.031529079,0.314078962,0.567221258,0.398577256,0.379131436
0.094605836,0.030586385,0.462564515,0.664165801,0.538031595,0.368264824
1,1,1,1,1,1
0.122482554,0.093394377,0.239781586,0.273268646,0.444309655,0.489238646
0.090172814,0.029629876,0.61512514,0.600414113,0.578172171,0.505958707
0.092803944,0.079477846,0.31401635,0.286389416,0.478578744,0.50608665
0.121203757,0.093897607,0.323437148,0.363210569,0.403274389,0.426684627
0.065513452,0.039738625,0.348518792,0.602185277,0.572737075,0.324451584
0.133827248,0.055757446,0.454022243,0.494986167,0.50122687,0.423948342
0.066497337,0.039370243,0.402362562,0.662840968,0.465457475,0.598668516
0.1076966,0.024383897,0.339028799,0.617133863,0.582018821,0.637200583
0.118857912,0.028379008,0.68099858,0.765880877,0.623131942,0.318745086
0.111813452,0.021851777,0.369490635,0.677751519,0.470164527,0.347079859
0.083452583,0.01965637,0.235644995,0.43933475,0.458073302,0.294651617
0.118410716,0.034077347,0.543718321,0.788701327,0.60414202,0.446051363
0,0.04201075,0,0.732045709,0.340325801,0.457411064
0.089069332,0.024012997,0.561079656,0.739391698,0.547592016,0.442707222
0.065631477,0.023254632,0.390996989,0.290712945,0.508311539,0.331414688
0.078504572,0.023343779,0.731686929,0.775422484,0.591576622,0.406834043
0.111779434,0.014600912,0.772758539,0.796710586,0.69085365,0.381482194
0.123738374,0.0206503,0.110660221,0.780680503,0.45208269,0.483237159
0.299121354,0.054030866,0.348810193,0.760400509,0.614139239,0.595124892
0.099434174,0.016792097,0.287652587,0.274439824,0.491165599,0.383090637
0.107822165,0.020124597,0.342362719,0.600973272,0.503823332,0.364769154
0.234436674,0.053090831,0.603860856,0.79538432,0.605283562,0.520282428
0.183034779,0.057546694,0.651258264,0.750193601,0.532103731,0.400924869
0.107491916,0.02941562,0.250275468,0.801149396,0.511048667,0.539625646
0.01519834,0.054764737,0.000658106,0.795347501,0.39857044,0.418822221
0.154581027,0.04213492,0.341640889,0.741404249,0.49896007,0.375869225
0.083678981,0.035331471,0.149987013,0.452534308,0.425101876,0.277763265
0.209040114,0.05921273,0.417841489,0.81214053,0.629367968,0.569413481
0.35738465,0.055766378,0.234100001,0.814779709,0.639432545,0.799891655
0.0606791,0.024403154,0.500023129,0.367624014,0.429196981,0.325642797
0.215530581,0.055002534,0.68542617,0.703151064,0.661752047,0.551885732
0.186098591,0.035842522,0.619438523,0.750398743,0.565194942,0.431221232
0.071003989,0.018130147,0.3937329,0.781464809,0.540852891,0.350756132
0.140675217,0.027257891,0.154773803,0.801845301,0.479271044,0.504089961
0.266355114,0.050378848,0.47416319,0.796853712,0.631099333,0.659178114
0.220857391,0.037560953,0.643786399,0.819663422,0.613134349,0.898983247
0.120771494,0.053747372,0.12267596,0.764741296,0.459455482,0.388840976
0.24229404,0.045371219,0.709920766,0.693391471,0.624152208,0.426370679
0.259888564,0.045306314,0.222557889,0.818250457,0.618715669,0.761138136
0.110340279,0.037667585,0.442555949,0.721311461,0.601914779,0.382075988
0.21683188,0.039731568,0.749183996,0.800800175,0.631425921,0.705859944
0.006627399,0.020813842,0.000150161,0.782634958,0.404845979,0.392184379
0.090497381,0,0.646943402,0,0.45667794,0.406903861
0,0.032429836,0,0.636494321,0.389401952,0.502709861
0.265142272,0.035960343,0.213203726,0.735129739,0.581809294,0.522096527
0.0533654,0.033142345,0.215087642,0.721308025,0.362100924,0.328717687
0.181359203,0.026784044,0.586815081,0.823819611,0.561039789,0.588455505
0.252999453,0.065004653,0.661490405,0.612346348,0.605967534,0.456259709
0.21015911,0.052248641,0.610886038,0.790255469,0.535554977,0.732811249
0.182960824,0.054398634,0.182321111,0.52950945,0.555329776,0.516142468
0.183810168,0.030893287,0.65948066,0.807969368,0.661369218,0.498426406
0.125834637,0.044547491,0.017636544,0.814461171,0.446579342,0.596637025
0.106281451,0.022465226,0.737493795,0.778375268,0.578503738,0.345663118
0.109906568,0.017289556,0.622766521,0.688695803,0.50495975,0.370500368
0.091224922,0.137586585,0.378770838,0.26165891,0.452913698,0.576743982
0.065619878,0.018441492,0.170710531,0.73570497,0.562217473,0.358073523
0.11952859,0.112432134,0.281681763,0.314868288,0.56910944,0.594707546
0.139371417,0.160136712,0.027713796,0.032646924,0.374615969,0.413560337
0.153164763,0.159471847,0.279193706,0.306892757,0.479770094,0.492752742
0.072785193,0.045043408,0.113363863,0.221253212,0.331062339,0.338431794
0.078315067,0.033976392,0.166531464,0.258107738,0.456498115,0.323436479
0.106968091,0.110382472,0.239781586,0.273268646,0.392780114,0.419147803
1,1,1,1,1,1
0.095250099,0.046456018,0.223924036,0.237491313,0.481406709,0.42426572
0.105371713,0.114039574,0.11662854,0.116230046,0.411223129,0.437405627
0.092952098,0.086946535,0.115969197,0.141109937,0.326499033,0.352073847
0.096203549,0.034367895,0.128826687,0.234929799,0.49966319,0.279338483
0.109482559,0.038488199,0.164471449,0.192348697,0.410479719,0.354179554
0.059899203,0.034394919,0.144703004,0.258782018,0.393201027,0.506739067
0.101209114,0.037422038,0.12488376,0.241318443,0.487441856,0.543313651
0.072916081,0.043862498,0.245247133,0.299296088,0.516969612,0.277288972
0.075197544,0.027990706,0.129401821,0.263707941,0.378544794,0.302288419
0.071471958,0.032646549,0.085718284,0.171503297,0.387410743,0.254824766
0.058639379,0.026296337,0.193318553,0.304408144,0.486664223,0.361361672
0.100842198,0.063071095,0.027523522,0.291024521,0.358488593,0.410206026
0.072350097,0.026411564,0.201636382,0.289554249,0.463970639,0.393991009
0.133226337,0.04349439,0.152701104,0.11523648,0.451813497,0.29225197
0.066194945,0.026142314,0.264328653,0.303454392,0.503569813,0.357850888
0.07876796,0.030470257,0.278447231,0.310793057,0.580321638,0.337303973
0.101343361,0.027755318,0.039714414,0.304379405,0.381313433,0.430687855
0.220603427,0.075199979,0.126416837,0.294010265,0.481814373,0.406174573
